562,79,Brent Lillibridge
563,79,Rusty Ryal
564,79,A.J. Pollock
565,79,Julio Borbon
566,79,Jose Molina
567,79,Mark Ellis
568,79,Max Ramirez
569,79,Miguel Tejada
570,79,Alex Romero
571,79,Chad S. Tracy
572,79,Andy LaRoche
573,78,Ryan Flaherty
574,78,Corky Miller
575,78,Endy Chavez
576,78,Andrelton Simmons
577,78,Adam Milligan
578,78,Jose Morales
579,78,Ryan Spilborghs
580,78,Allan Dykstra
581,78,Russ Mitchell
582,78,Bobby Wilson
583,78,Jason Botts
584,78,Marc Krauss
585,78,Dee Gordon
586,78,Eric Campbell
587,78,Eric Young
588,78,Juan Pierre
589,78,Ty Wright
590,78,Angel Salome
591,78,Elliot Johnson
592,78,Brandon Laird
593,78,J.R. Towles
594,78,Michael Spidale
595,78,James van Ostrand
596,78,Michael Choice
597,78,Tim Wheeler
598,78,Robert Andino
599,78,Brian Bogusevic
600,78,Matt Mangini
601,78,Ruben Gotay
602,78,Eliezer Alfonzo
603,78,Thomas Pham
604,78,Jimmy Paredes
605,78,Leonys Martin
606,78,Paul McAnulty
607,78,Nick Punto
608,78,Mike McDade
609,77,Edinson Rincon
610,77,Scott Podsednik
611,77,Jeff Baker
612,77,Yorvit Torrealba
613,77,Jordany Valdespin
614,77,Marwin Gonzalez
615,77,Xavier Nady
616,77,Michael Saunders
617,77,Daryle Ward
618,77,Grant Green
619,77,Jake Lemmerman
620,77,Rajai Davis
621,77,Will Rhymes
622,77,Justin Christian
623,77,Daryl Jones
624,77,John Hester
625,77,Ben Revere
626,77,Chase d'Arnaud
627,77,Brett Carroll
628,77,Andrew Lambo
629,77,Xavier Avery
630,77,Trayvon Robinson
631,77,Matt Miller
632,77,Russ Adams
633,77,Jayson Nix
634,77,Ryan Strieby
635,77,Chone Figgins
636,77,Eric Patterson
637,77,Hector Sanchez
638,77,Drew Macias
639,77,Luis Cruz
640,77,Brian Barden
641,76,Jeremy Moore
642,76,Shane Robinson
643,76,Brock Holt
644,76,Chris Getz
645,76,Jason Castro
646,76,Ronny Paulino
647,76,Hak-Ju Lee
648,76,Kevin Melillo
649,76,Andres Blanco
650,76,Edgar Renteria
651,76,Corban Joseph
652,76,Luke Hughes
653,76,Rob Johnson
654,76,Steven Tolleson
655,76,Lou Marson
656,76,Freddy Galvis
657,76,Denis Phipps
658,76,Manny Pina
659,76,Brandon Inge
660,76,Michael McKenry
661,76,Miguel Olivo
662,76,Darwin Barney
663,76,Rich Poythress
664,76,Mauro Gomez
665,76,Jeffrey Fiorentino
666,75,Aaron Rowand
667,75,Joe Inglett
668,75,Brad Eldred
669,75,Tyler Moore
670,75,Jason Hagerty
671,75,Greg Dobbs
672,75,Adam Moore
673,75,Seth Loman
674,75,Francisco Cervelli
675,75,Scott Cousins
676,75,Austin Kearns
677,75,Everth Cabrera
678,75,Didi Gregorius
679,75,Jordy Mercer
680,75,Tony Sanchez
681,75,Harold Garcia
682,75,Charlie Culberson
683,75,Chris Stewart
684,75,Brendan Ryan
685,75,Mark Hallberg
686,75,Bobby Borchering
687,74,Jamie Hoffmann
688,74,Josh Donaldson
689,74,Jim Gallagher
690,74,Wilmer Flores
691,74,Dusty Brown
692,74,Nick Franklin
693,74,Josh Rodriguez
694,74,Matt den Dekker
695,74,Kyeong Kang
696,74,Chris Gimenez
697,74,Austin Romine
698,74,Michael Restovich
699,74,Tim Beckham
700,74,Luis Figueroa
701,74,Andy Parrino
702,74,Tony Cruz
703,74,Mike Lamb
704,74,Chris Aguila
705,74,Konrad Schmidt
706,74,Wilkin Ramirez
707,74,Rhyne Hughes
708,74,Ryan Rohlinger
709,74,Koby Clemens
710,74,Tyson Gillies
711,74,A.J. Jimenez
712,74,Jose Garcia
713,74,Jason Lane
714,73,Daniel Mayora
715,73,Corey Brown
716,73,Josh Kroeger
717,73,Sebastian Valle
718,73,Luke Montz
719,73,Tim Federowicz
720,73,Vinny Rottino
721,73,Carlos Rivero
722,73,Cheslor Cuthbert
723,73,Chris Valaika
724,73,Matt Stairs
725,73,Jordan Pacheco
726,73,Mike Cervenak
727,73,Anthony Recker
728,73,Steve Singleton
729,73,Jordan Danks
730,73,Willie Bloomquist
731,73,Michel Hernandez
732,73,Freddy Sandoval
733,73,Brandon Wood
734,73,Cody Puckett
735,73,John McDonald
736,73,Joe Mather
737,73,Alexi Amarista
738,73,Cole Garner
739,73,Eugenio Velez
740,73,Erick Almonte
741,72,Josh Wilson
742,72,Jose Constanza
743,72,Adam Heether
744,72,Bobby Kielty
745,72,Caleb Joseph
746,72,Leslie Anderson
747,72,Gerald Laird
748,72,Thomas Field
749,72,Carlos Peguero
750,72,Angel Sanchez
751,72,Adam Rosales
752,72,Tony Campana
753,72,Ronny Cedeno
754,72,Andy Gonzalez
755,71,Rene Tosoni
756,71,Cole Armstrong
757,71,Kyle Phillips
758,71,Aaron Miles
759,71,Rich Thompson
760,71,Roger Kieschnick
761,71,Dewayne Wise
762,71,Greg Golson
763,71,Rymer Liriano
764,71,Johermyn Chavez
765,71,Sean Ratliff
766,71,Gorkys Hernandez
767,71,Tony Abreu
768,71,Brian Schneider
769,71,Wes Hodges
770,71,Efren Navarro
771,71,Matt Tuiasosopo
772,71,Aaron Hicks
773,71,Tommy Joseph
774,71,Luke May
775,71,Chris Dickerson
776,71,Melvin Mora
777,71,Luis Exposito
778,71,Scott Thorman
779,71,Josh Bard
780,71,Ehire Adrianza
781,71,Reid Brignac
782,71,Ryan Shealy
783,70,Esteban German
784,70,Johnny Monell
785,70,Eric Farris
786,70,Luke Carlin
787,70,Brandon Crawford
788,70,Doug Deeds
789,70,Che-Hsuan Lin
790,70,Jonathan Galvez
791,70,Collin DeLome
792,70,Christian Colon
793,70,Kentrail Davis
794,70,Jermaine Mitchell
795,70,Cory Sullivan
796,70,Nick Castellanos
797,70,Ryan Jackson
798,70,Alex Cora
799,70,Jesus Flores
800,70,Tyler Kuhn
801,69,Hainley Statia
802,69,Martin Maldonado
803,69,Craig Gentry
804,69,Stephen Parker
805,69,Matt Treanor
806,69,Wilson Valdez
807,69,Delwyn Young
808,69,Ollie Linton
809,69,Nate Tenbrink
810,69,Bubba Bell
811,69,Jarrett Parker
812,69,Cedric Hunter
813,69,Paul Janish
814,69,Matthew Spencer
815,69,Jhonatan Solano
816,69,Matt Angle
817,69,Brodie Greene
818,69,Joe Savery
819,69,Francisco Martinez
820,68,Cody Clark
821,68,Kevin Russo
822,68,Jamie Johnson
823,68,Jeudy Valdez
824,68,Eduardo Escobar
825,68,Emmanuel Burriss
826,68,Brett Hayes
827,68,Chris Nowak
828,68,Mike McCoy
829,68,Corey Patterson
830,68,Ryan LaMarre
831,68,Craig Counsell
832,68,Chase Lambin
833,68,Jeff Salazar
834,68,Manny Mayorson
835,68,Greg Miclat
836,68,Jack Wilson
837,68,Angel Berroa
838,68,Joey Butler
839,67,Tyler Henson
840,67,Brad Davis
841,67,Brandon Waring
842,67,Carlos Triunfel
843,67,Munenori Kawasaki
844,67,Gil Velazquez
845,67,Brandon Hicks
846,67,Eli Whiteside
847,67,Orlando Cabrera
848,67,Irving Falu
849,67,Shane Peterson
850,67,Jose Gil
851,67,Bill Hall
852,67,Sean Kazmar
853,67,Tommy Mendonca
854,67,Jordan Schafer
855,67,Donovan Solano
856,67,Landon Powell
857,67,Matt Macri
858,67,Darin Mastroianni
859,67,Orlando Mercado
860,67,Juan Diaz
861,66,Brock Kjeldgaard
862,66,Josh Phegley
863,66,Brandon Jones
864,66,David Flores
865,66,Jon Gaston
866,66,Carlos Corporan
867,66,Chris Robinson
868,66,Anderson Hernandez
869,66,Clete Thomas
870,65,Pedro Florimon
871,65,Danny Worth
872,65,Eury Perez
873,65,Seth Bynum
874,65,Micah Owings
875,65,Wyatt Toregas
876,65,Jason Jaramillo
877,65,Jason Pridie
878,65,Cesar Hernandez
879,65,Jeremy Reed
880,64,Chris Dominguez
881,64,Oswaldo Navarro
882,64,Ivan Rodriguez
883,64,Val Majewski
884,64,Kris Negron
885,64,Jiwan James
886,64,Michael Martinez
887,64,Oscar Tejeda
888,64,Tyler Graham
889,64,Brian Dinkelman
890,64,Brandon Barnes
891,64,Lance Zawadzki
892,64,Joel Naughton
893,64,Omar Quintanilla
894,64,Eric Chavez
895,64,Eric Duncan
896,64,Rene Rivera
897,64,Pete Orr
898,64,Engel Beltre
899,64,Julio Lugo
900,64,Alberto Gonzalez
901,64,Diory Hernandez
902,63,Tuffy Gosewisch
903,63,Taylor Teagarden
904,63,Jonathan Villar
905,63,Adeiny Hechavarria
906,63,John Shelby
907,63,Matt Tolbert
908,63,Jason Repko
909,63,Carlos Maldonado
910,63,Jonathan Herrera
911,63,Matt Kata
912,63,Josh Barfield
913,63,Mike Costanzo
914,63,Ramiro Pena
915,63,Shawn Bowman
916,63,Jiovanni Mier
917,63,Bryan Pounds
918,63,Mycal Jones
919,63,Osvaldo Martinez
920,62,Luis Durango
921,62,Adam Everett
922,62,Wladimir Sutil
923,62,Mike Nickeas
924,62,Jarrod Dyson
925,62,Luis Martinez
926,62,Terry Evans
927,62,Colin Curtis
928,62,Slade Heathcott
929,62,Gustavo Molina
930,61,Wilkin Castillo
931,61,Adam Loewen
932,61,Ronnie Belliard
933,61,Cesar Izturis
934,61,Ramon Vazquez
935,61,Edwin Maysonet
936,61,Maxim St. Pierre
937,61,Craig Stansberry
938,61,Justin Greene
939,61,Alfredo Amezaga
940,61,Callix Crabbe
941,60,Ivan Ochoa
942,60,Brendan Harris
943,60,Gookie Dawkins
944,60,Hector Gomez
945,59,Humberto Quintero
946,59,Clint Sammons
947,59,Kyle Hudson
948,59,Luis Hernandez
949,59,Pedro Feliz
950,59,Jose Iglesias
951,59,Nevin Ashley
952,59,Christian Colonel
953,59,Pedro Ciriaco
954,59,Jeff Bianchi
955,59,Darren Ford
956,59,Gustavo Nunez
957,58,Audy Ciriaco
958,58,Deibinson Romero
959,58,Mike Rivera
960,58,Melky Mesa
961,58,Willy Taveras
962,58,Pete Kozma
963,58,Mark DeRosa
964,58,Robinson Cancel
965,58,Clay Timpner
966,58,Nick Green
967,58,Craig Tatum
968,57,Chris Woodward
969,57,Tyson Auer
970,57,Ozzie Chavez
971,57,Andrew Romine
972,57,Matt Pagnozzi
973,57,Paul Phillips
974,57,Mario Lisson
975,56,Chris Pettit
976,56,Steve Holm
977,56,Kevin Mattison
978,56,Kevin Richardson
979,56,Koyie Hill
980,56,Derrick Robinson
981,56,Wes Helms
982,56,Chris Gutierrez
983,56,Drew Butera
984,55,Jeff Mathis
985,55,Brent Dlugach
986,55,Fernando Perez
987,55,Damaso Espino
988,54,Shelby Ford
989,54,Antoan Richardson
990,54,Argenis Diaz
991,54,Guillermo Quiroz
992,54,Tommy Manzella
993,53,Jared Mitchell
994,52,Augie Ojeda
995,52,Reggie Willits
996,52,Chin-lung Hu
997,52,Kevin Cash
998,51,Corey Smith
999,51,Joey Gathright
1000,51,J.J. Furmaniak
1001,50,Ray Olmedo
1002,50,Guilder Rodriguez
1003,50,Omir Santos
1004,50,Juan Castro
1005,49,Toby Gardenhire
1006,49,Jose Vallejo
1007,49,Brian Jeroloman
1008,48,Freddie Bynum
1009,48,Ryan Budde
1010,47,Jonathan Malo
1011,46,Anderson Machado
1012,46,Wil Nieves
1013,44,Doug Bernier
1014,43,Brian Bocock
1015,43,Donny Lucy
1016,41,Cale Iorg
1017,41,J.C. Boscan
1018,40,Raul Chavez
1019,39,Dane Sardinha
